Resume_ID,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Resume_Hash_ID,skills_list,skills_count,skills_lower,sentiment_score,sentiment_label,vader_compound,textblob_polarity,textblob_subjectivity,variant_type,skills_original,skills_variant,sentiment_score_variant,sentiment_label_variant,vader_compound_variant,textblob_polarity_variant,textblob_subjectivity_variant,sentiment_delta,sentiment_drift_flag,score_tfidf,score_bm25,rank_tfidf,percentile_tfidf,rank_bm25,percentile_bm25
136,"Networking, Cybersecurity",7,B.Sc,,Cybersecurity Analyst,Hire,42894.0,0,80.0,36ebe205bcdf,['Networking' 'Cybersecurity'],2,"networking, cybersecurity",0.0,neutral,0.0,0.0,0.0,phrasing,"Networking, Cybersecurity","computer networking, cybersecurity expertise",0.0,neutral,0.0,0.0,0.0,0.0,False,0.04371357970652378,2.792310548703184,915,0.2780392156862745,433,0.6560784313725491
136,"Networking, Cybersecurity",7,B.Sc,,Cybersecurity Analyst,Hire,42894.0,0,80.0,36ebe205bcdf,['Networking' 'Cybersecurity'],2,"networking, cybersecurity",0.0,neutral,0.0,0.0,0.0,abbreviation,"Networking, Cybersecurity","Net Admin, Cyber Security",0.20400000000000001,positive,0.34,0.0,0.0,0.20400000000000001,True,0.05434382743811977,0.0,860,0.3247058823529412,1153,0.04862745098039216
136,"Networking, Cybersecurity",7,B.Sc,,Cybersecurity Analyst,Hire,42894.0,0,80.0,36ebe205bcdf,['Networking' 'Cybersecurity'],2,"networking, cybersecurity",0.0,neutral,0.0,0.0,0.0,word_order,"Networking, Cybersecurity","Cybersecurity, Networking",0.0,neutral,0.0,0.0,0.0,0.0,False,0.0856954072434524,0.0,625,0.5,1153,0.04862745098039216
136,"Networking, Cybersecurity",7,B.Sc,,Cybersecurity Analyst,Hire,42894.0,0,80.0,36ebe205bcdf,['Networking' 'Cybersecurity'],2,"networking, cybersecurity",0.0,neutral,0.0,0.0,0.0,placement,"Networking, Cybersecurity","Areas of Expertise — Networking, Cybersecurity.",0.0,neutral,0.0,0.0,0.0,0.0,False,0.13328785123620268,2.9738665341348205,230,0.8196078431372549,407,0.6784313725490196
137,"Linux, Cybersecurity, Ethical Hacking",4,M.Tech,,Cybersecurity Analyst,Hire,114988.0,5,80.0,d80eae6e96d1,['Linux' 'Cybersecurity' 'Ethical Hacking'],3,"linux, cybersecurity, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,control,"Linux, Cybersecurity, Ethical Hacking","Linux, Cybersecurity, Ethical Hacking",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.14063861326770905,0.8041265006715685,150,0.8607843137254902,895,0.27215686274509804
137,"Linux, Cybersecurity, Ethical Hacking",4,M.Tech,,Cybersecurity Analyst,Hire,114988.0,5,80.0,d80eae6e96d1,['Linux' 'Cybersecurity' 'Ethical Hacking'],3,"linux, cybersecurity, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,phrasing,"Linux, Cybersecurity, Ethical Hacking","Linux administration, cybersecurity expertise, ethical hacking skills",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.1546885540651927,6.150145192609114,121,0.9,67,0.9447058823529412
137,"Linux, Cybersecurity, Ethical Hacking",4,M.Tech,,Cybersecurity Analyst,Hire,114988.0,5,80.0,d80eae6e96d1,['Linux' 'Cybersecurity' 'Ethical Hacking'],3,"linux, cybersecurity, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,abbreviation,"Linux, Cybersecurity, Ethical Hacking","GNU/Linux, InfoSec, White Hat Hacking",0.0,neutral,0.0,0.0,0.0,-0.38636000000000004,True,0.01738807761185303,0.0,1176,0.07686274509803921,1153,0.04862745098039216
137,"Linux, Cybersecurity, Ethical Hacking",4,M.Tech,,Cybersecurity Analyst,Hire,114988.0,5,80.0,d80eae6e96d1,['Linux' 'Cybersecurity' 'Ethical Hacking'],3,"linux, cybersecurity, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,word_order,"Linux, Cybersecurity, Ethical Hacking","Linux, Ethical Hacking, Cybersecurity",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.14063861326770905,4.272074582551905,150,0.8607843137254902,134,0.8878431372549019
137,"Linux, Cybersecurity, Ethical Hacking",4,M.Tech,,Cybersecurity Analyst,Hire,114988.0,5,80.0,d80eae6e96d1,['Linux' 'Cybersecurity' 'Ethical Hacking'],3,"linux, cybersecurity, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,placement,"Linux, Cybersecurity, Ethical Hacking","Skills & Expertise: Linux, Cybersecurity, Ethical Hacking.",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.08681769272572366,0.6341383843070133,617,0.5149019607843137,1070,0.15411764705882353
138,"Machine Learning, Python, SQL",10,M.Tech,Google ML,Data Scientist,Hire,88678.0,3,100.0,d6a403173361,['Machine Learning' 'Python' 'SQL'],3,"machine learning, python, sql",0.0,neutral,0.0,0.0,0.0,control,"Machine Learning, Python, SQL","Machine Learning, Python, SQL",0.0,neutral,0.0,0.0,0.0,0.0,False,0.11343591318348323,1.882914695115963,386,0.6756862745098039,606,0.5121568627450981
138,"Machine Learning, Python, SQL",10,M.Tech,Google ML,Data Scientist,Hire,88678.0,3,100.0,d6a403173361,['Machine Learning' 'Python' 'SQL'],3,"machine learning, python, sql",0.0,neutral,0.0,0.0,0.0,phrasing,"Machine Learning, Python, SQL","machine learning techniques, Python programming, SQL querying",0.0,neutral,0.0,0.0,0.0,0.0,False,0.04370566279192002,0.7056324024930587,930,0.27058823529411763,1059,0.15450980392156863
138,"Machine Learning, Python, SQL",10,M.Tech,Google ML,Data Scientist,Hire,88678.0,3,100.0,d6a403173361,['Machine Learning' 'Python' 'SQL'],3,"machine learning, python, sql",0.0,neutral,0.0,0.0,0.0,abbreviation,"Machine Learning, Python, SQL","Machine Learning (ML), Python lang, SQL (Structured Query Language)",0.0,neutral,0.0,0.0,0.0,0.0,False,0.04114643395855476,0.6229271690886568,975,0.23490196078431372,1127,0.10666666666666667
138,"Machine Learning, Python, SQL",10,M.Tech,Google ML,Data Scientist,Hire,88678.0,3,100.0,d6a403173361,['Machine Learning' 'Python' 'SQL'],3,"machine learning, python, sql",0.0,neutral,0.0,0.0,0.0,word_order,"Machine Learning, Python, SQL","SQL, Machine Learning, Python",0.0,neutral,0.0,0.0,0.0,0.0,False,0.11343591318348323,1.9803642755224822,386,0.6756862745098039,545,0.5635294117647058
138,"Machine Learning, Python, SQL",10,M.Tech,Google ML,Data Scientist,Hire,88678.0,3,100.0,d6a403173361,['Machine Learning' 'Python' 'SQL'],3,"machine learning, python, sql",0.0,neutral,0.0,0.0,0.0,placement,"Machine Learning, Python, SQL","Skills & Expertise: Machine Learning, Python, SQL.",0.0,neutral,0.0,0.0,0.0,0.0,False,0.05639414476411195,1.5079264772285357,791,0.3756862745098039,736,0.4207843137254902
139,"Deep Learning, SQL, Python, Machine Learning",4,M.Tech,,Data Scientist,Hire,60868.0,7,95.0,8d27ba37c5d8,['Deep Learning' 'SQL' 'Python' 'Machine Learning'],4,"deep learning, sql, python, machine learning",0.0,neutral,0.0,0.0,0.4,control,"Deep Learning, SQL, Python, Machine Learning","Deep Learning, SQL, Python, Machine Learning",0.0,neutral,0.0,0.0,0.4,0.0,False,0.13009261340442888,3.2321745548787324,84,0.8709803921568627,145,0.8541176470588235
139,"Deep Learning, SQL, Python, Machine Learning",4,M.Tech,,Data Scientist,Hire,60868.0,7,95.0,8d27ba37c5d8,['Deep Learning' 'SQL' 'Python' 'Machine Learning'],4,"deep learning, sql, python, machine learning",0.0,neutral,0.0,0.0,0.4,phrasing,"Deep Learning, SQL, Python, Machine Learning","deep learning techniques, SQL data retrieval, Python programming, machine learning methods",0.0,neutral,0.0,0.0,0.4,0.0,False,0.2244146147564594,7.24995126938751,34,0.9737254901960785,64,0.9431372549019608
139,"Deep Learning, SQL, Python, Machine Learning",4,M.Tech,,Data Scientist,Hire,60868.0,7,95.0,8d27ba37c5d8,['Deep Learning' 'SQL' 'Python' 'Machine Learning'],4,"deep learning, sql, python, machine learning",0.0,neutral,0.0,0.0,0.4,abbreviation,"Deep Learning, SQL, Python, Machine Learning","Deep Learning (DL), Structured Query Language, Python lang, ML",0.0,neutral,0.0,0.0,0.4,0.0,False,0.030482564809757192,0.6229271690886568,1099,0.13529411764705881,1127,0.10666666666666667
139,"Deep Learning, SQL, Python, Machine Learning",4,M.Tech,,Data Scientist,Hire,60868.0,7,95.0,8d27ba37c5d8,['Deep Learning' 'SQL' 'Python' 'Machine Learning'],4,"deep learning, sql, python, machine learning",0.0,neutral,0.0,0.0,0.4,word_order,"Deep Learning, SQL, Python, Machine Learning","Machine Learning, SQL, Python, Deep Learning",0.0,neutral,0.0,0.0,0.4,0.0,False,0.13009261340442888,3.2321745548787324,84,0.8709803921568627,145,0.8541176470588235
139,"Deep Learning, SQL, Python, Machine Learning",4,M.Tech,,Data Scientist,Hire,60868.0,7,95.0,8d27ba37c5d8,['Deep Learning' 'SQL' 'Python' 'Machine Learning'],4,"deep learning, sql, python, machine learning",0.0,neutral,0.0,0.0,0.4,placement,"Deep Learning, SQL, Python, Machine Learning","Key Skills: Deep Learning, SQL, Python, Machine Learning. Proficient in all listed areas.",0.0,neutral,0.0,0.0,0.7,0.0,False,0.08317925679756381,3.8850085385106583,586,0.5352941176470588,84,0.9270588235294117
140,"Ethical Hacking, Cybersecurity, Networking, Linux",3,MBA,Google ML,Cybersecurity Analyst,Hire,93303.0,1,65.0,dbae772db290,['Ethical Hacking' 'Cybersecurity' 'Networking' 'Linux'],4,"ethical hacking, cybersecurity, networking, linux",0.38636000000000004,positive,0.5106,0.2,0.6,control,"Ethical Hacking, Cybersecurity, Networking, Linux","Ethical Hacking, Cybersecurity, Networking, Linux",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.1224568486472854,2.1049430967597282,309,0.6913725490196079,506,0.5874509803921568
140,"Ethical Hacking, Cybersecurity, Networking, Linux",3,MBA,Google ML,Cybersecurity Analyst,Hire,93303.0,1,65.0,dbae772db290,['Ethical Hacking' 'Cybersecurity' 'Networking' 'Linux'],4,"ethical hacking, cybersecurity, networking, linux",0.38636000000000004,positive,0.5106,0.2,0.6,phrasing,"Ethical Hacking, Cybersecurity, Networking, Linux","ethical security testing, cybersecurity expertise, network administration, Linux system management",0.49448,positive,0.6908,0.2,0.6,0.10811999999999994,False,0.306928248265053,9.718551828014176,1,0.9988235294117647,21,0.983921568627451
140,"Ethical Hacking, Cybersecurity, Networking, Linux",3,MBA,Google ML,Cybersecurity Analyst,Hire,93303.0,1,65.0,dbae772db290,['Ethical Hacking' 'Cybersecurity' 'Networking' 'Linux'],4,"ethical hacking, cybersecurity, networking, linux",0.38636000000000004,positive,0.5106,0.2,0.6,abbreviation,"Ethical Hacking, Cybersecurity, Networking, Linux","Ethical Hacking (CEH), InfoSec, Net Admin, Linux (Unix-based)",0.34636,positive,0.5106,0.1,0.3,-0.040000000000000036,False,0.021827659604849132,1.1915220174259091,1126,0.11490196078431372,690,0.45372549019607844
140,"Ethical Hacking, Cybersecurity, Networking, Linux",3,MBA,Google ML,Cybersecurity Analyst,Hire,93303.0,1,65.0,dbae772db290,['Ethical Hacking' 'Cybersecurity' 'Networking' 'Linux'],4,"ethical hacking, cybersecurity, networking, linux",0.38636000000000004,positive,0.5106,0.2,0.6,word_order,"Ethical Hacking, Cybersecurity, Networking, Linux","Cybersecurity, Linux, Networking, Ethical Hacking",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.1224568486472854,0.7381683200443483,309,0.6913725490196079,969,0.21098039215686273
140,"Ethical Hacking, Cybersecurity, Networking, Linux",3,MBA,Google ML,Cybersecurity Analyst,Hire,93303.0,1,65.0,dbae772db290,['Ethical Hacking' 'Cybersecurity' 'Networking' 'Linux'],4,"ethical hacking, cybersecurity, networking, linux",0.38636000000000004,positive,0.5106,0.2,0.6,placement,"Ethical Hacking, Cybersecurity, Networking, Linux","Technical Proficiencies: Ethical Hacking, Cybersecurity, Networking, Linux.",0.34636,positive,0.5106,0.1,0.35,-0.040000000000000036,False,0.05228225172400211,1.1669496936076231,873,0.31176470588235294,711,0.4392156862745098
141,"Deep Learning, Python, SQL",3,B.Sc,Google ML,Data Scientist,Hire,64716.0,2,65.0,2c7d5490e605,['Deep Learning' 'Python' 'SQL'],3,"deep learning, python, sql",0.0,neutral,0.0,0.0,0.4,control,"Deep Learning, Python, SQL","Deep Learning, Python, SQL",0.0,neutral,0.0,0.0,0.4,0.0,False,0.11454588590209844,1.882914695115963,354,0.7109803921568627,606,0.5121568627450981
141,"Deep Learning, Python, SQL",3,B.Sc,Google ML,Data Scientist,Hire,64716.0,2,65.0,2c7d5490e605,['Deep Learning' 'Python' 'SQL'],3,"deep learning, python, sql",0.0,neutral,0.0,0.0,0.4,phrasing,"Deep Learning, Python, SQL","deep learning methods, Python programming, SQL querying",0.0,neutral,0.0,0.0,0.4,0.0,False,0.044356440413799395,0.7056324024930587,922,0.2776470588235294,1059,0.15450980392156863
141,"Deep Learning, Python, SQL",3,B.Sc,Google ML,Data Scientist,Hire,64716.0,2,65.0,2c7d5490e605,['Deep Learning' 'Python' 'SQL'],3,"deep learning, python, sql",0.0,neutral,0.0,0.0,0.4,abbreviation,"Deep Learning, Python, SQL","Deep Learning (DL), Python lang, Structured Query Language",0.0,neutral,0.0,0.0,0.4,0.0,False,0.03279029164962129,0.661705510696692,1083,0.15019607843137256,1100,0.12784313725490196
141,"Deep Learning, Python, SQL",3,B.Sc,Google ML,Data Scientist,Hire,64716.0,2,65.0,2c7d5490e605,['Deep Learning' 'Python' 'SQL'],3,"deep learning, python, sql",0.0,neutral,0.0,0.0,0.4,word_order,"Deep Learning, Python, SQL","SQL, Deep Learning, Python",0.0,neutral,0.0,0.0,0.4,0.0,False,0.11454588590209844,1.9803642755224822,354,0.7109803921568627,545,0.5635294117647058
141,"Deep Learning, Python, SQL",3,B.Sc,Google ML,Data Scientist,Hire,64716.0,2,65.0,2c7d5490e605,['Deep Learning' 'Python' 'SQL'],3,"deep learning, python, sql",0.0,neutral,0.0,0.0,0.4,placement,"Deep Learning, Python, SQL","Skills & Expertise: Deep Learning, Python, SQL.",0.0,neutral,0.0,0.0,0.4,0.0,False,0.05755211679274839,1.5079264772285357,758,0.40352941176470586,736,0.4207843137254902
142,"Cybersecurity, Ethical Hacking, Linux",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,59885.0,2,100.0,d4ee9f58e586,['Cybersecurity' 'Ethical Hacking' 'Linux'],3,"cybersecurity, ethical hacking, linux",0.38636000000000004,positive,0.5106,0.2,0.6,control,"Cybersecurity, Ethical Hacking, Linux","Cybersecurity, Ethical Hacking, Linux",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.14063861326770905,2.293027864442196,150,0.8607843137254902,474,0.6168627450980392
142,"Cybersecurity, Ethical Hacking, Linux",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,59885.0,2,100.0,d4ee9f58e586,['Cybersecurity' 'Ethical Hacking' 'Linux'],3,"cybersecurity, ethical hacking, linux",0.38636000000000004,positive,0.5106,0.2,0.6,phrasing,"Cybersecurity, Ethical Hacking, Linux","cybersecurity expertise, ethical hacking skills, Linux administration",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.1546885540651927,3.4775132879775477,121,0.9,266,0.7850980392156863
142,"Cybersecurity, Ethical Hacking, Linux",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,59885.0,2,100.0,d4ee9f58e586,['Cybersecurity' 'Ethical Hacking' 'Linux'],3,"cybersecurity, ethical hacking, linux",0.38636000000000004,positive,0.5106,0.2,0.6,abbreviation,"Cybersecurity, Ethical Hacking, Linux","Cyber Security, White Hat Hacking, Linux (Unix-based)",0.20400000000000001,positive,0.34,0.0,0.0,-0.18236000000000002,True,0.05864365494101192,3.8764448002053333,794,0.3764705882352941,229,0.8207843137254902
142,"Cybersecurity, Ethical Hacking, Linux",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,59885.0,2,100.0,d4ee9f58e586,['Cybersecurity' 'Ethical Hacking' 'Linux'],3,"cybersecurity, ethical hacking, linux",0.38636000000000004,positive,0.5106,0.2,0.6,word_order,"Cybersecurity, Ethical Hacking, Linux","Cybersecurity, Linux, Ethical Hacking",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.14063861326770905,0.8041265006715685,150,0.8607843137254902,895,0.27215686274509804
142,"Cybersecurity, Ethical Hacking, Linux",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,59885.0,2,100.0,d4ee9f58e586,['Cybersecurity' 'Ethical Hacking' 'Linux'],3,"cybersecurity, ethical hacking, linux",0.38636000000000004,positive,0.5106,0.2,0.6,placement,"Cybersecurity, Ethical Hacking, Linux","Key Skills: Cybersecurity, Ethical Hacking, Linux. Proficient in all listed areas.",0.34636,positive,0.5106,0.1,0.8,-0.040000000000000036,False,0.03715885601756644,0.9103568279061285,941,0.2596078431372549,787,0.37529411764705883
143,"SQL, Machine Learning, Deep Learning, Python",5,B.Tech,,Data Scientist,Hire,89620.0,3,85.0,d6f0c71ef0c8,['SQL' 'Machine Learning' 'Deep Learning' 'Python'],4,"sql, machine learning, deep learning, python",0.0,neutral,0.0,0.0,0.4,control,"SQL, Machine Learning, Deep Learning, Python","SQL, Machine Learning, Deep Learning, Python",0.0,neutral,0.0,0.0,0.4,0.0,False,0.13009261340442888,2.4881630252086486,84,0.8709803921568627,389,0.6819607843137255
143,"SQL, Machine Learning, Deep Learning, Python",5,B.Tech,,Data Scientist,Hire,89620.0,3,85.0,d6f0c71ef0c8,['SQL' 'Machine Learning' 'Deep Learning' 'Python'],4,"sql, machine learning, deep learning, python",0.0,neutral,0.0,0.0,0.4,phrasing,"SQL, Machine Learning, Deep Learning, Python","SQL data retrieval, machine learning methods, deep neural networks, Python development",0.0,neutral,0.0,0.0,0.4,0.0,False,0.18508259192370788,7.24995126938751,80,0.9376470588235294,64,0.9431372549019608
143,"SQL, Machine Learning, Deep Learning, Python",5,B.Tech,,Data Scientist,Hire,89620.0,3,85.0,d6f0c71ef0c8,['SQL' 'Machine Learning' 'Deep Learning' 'Python'],4,"sql, machine learning, deep learning, python",0.0,neutral,0.0,0.0,0.4,abbreviation,"SQL, Machine Learning, Deep Learning, Python","SQL (Structured Query Language), ML, DL, Py",0.0,neutral,0.0,0.0,0.0,0.0,False,0.009457082356405204,0.0,1220,0.043137254901960784,1164,0.044313725490196076
143,"SQL, Machine Learning, Deep Learning, Python",5,B.Tech,,Data Scientist,Hire,89620.0,3,85.0,d6f0c71ef0c8,['SQL' 'Machine Learning' 'Deep Learning' 'Python'],4,"sql, machine learning, deep learning, python",0.0,neutral,0.0,0.0,0.4,word_order,"SQL, Machine Learning, Deep Learning, Python","Machine Learning, Python, Deep Learning, SQL",0.0,neutral,0.0,0.0,0.4,0.0,False,0.13009261340442888,2.4045716685837757,84,0.8709803921568627,425,0.6509803921568628
143,"SQL, Machine Learning, Deep Learning, Python",5,B.Tech,,Data Scientist,Hire,89620.0,3,85.0,d6f0c71ef0c8,['SQL' 'Machine Learning' 'Deep Learning' 'Python'],4,"sql, machine learning, deep learning, python",0.0,neutral,0.0,0.0,0.4,placement,"SQL, Machine Learning, Deep Learning, Python","Skills & Expertise: SQL, Machine Learning, Deep Learning, Python.",0.0,neutral,0.0,0.0,0.4,0.0,False,0.07997123946559075,2.0559031030426,602,0.5219607843137255,498,0.6098039215686275
144,"Networking, Linux, Cybersecurity, Ethical Hacking",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,83474.0,0,100.0,5ec1a0c99d42,['Networking' 'Linux' 'Cybersecurity' 'Ethical Hacking'],4,"networking, linux, cybersecurity, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,control,"Networking, Linux, Cybersecurity, Ethical Hacking","Networking, Linux, Cybersecurity, Ethical Hacking",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.1224568486472854,0.7381683200443483,309,0.6913725490196079,969,0.21098039215686273
144,"Networking, Linux, Cybersecurity, Ethical Hacking",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,83474.0,0,100.0,5ec1a0c99d42,['Networking' 'Linux' 'Cybersecurity' 'Ethical Hacking'],4,"networking, linux, cybersecurity, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,phrasing,"Networking, Linux, Cybersecurity, Ethical Hacking","network engineering, Linux system management, cybersecurity expertise, ethical hacking skills",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.17124282444833372,7.593858546877676,82,0.9349019607843138,43,0.9643137254901961
144,"Networking, Linux, Cybersecurity, Ethical Hacking",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,83474.0,0,100.0,5ec1a0c99d42,['Networking' 'Linux' 'Cybersecurity' 'Ethical Hacking'],4,"networking, linux, cybersecurity, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,abbreviation,"Networking, Linux, Cybersecurity, Ethical Hacking","Net Admin, Linux (Unix-based), InfoSec, Ethical Hacking (CEH)",0.34636,positive,0.5106,0.1,0.3,-0.040000000000000036,False,0.021827659604849132,1.1915220174259091,1126,0.11490196078431372,690,0.45372549019607844
144,"Networking, Linux, Cybersecurity, Ethical Hacking",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,83474.0,0,100.0,5ec1a0c99d42,['Networking' 'Linux' 'Cybersecurity' 'Ethical Hacking'],4,"networking, linux, cybersecurity, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,word_order,"Networking, Linux, Cybersecurity, Ethical Hacking","Linux, Cybersecurity, Ethical Hacking, Networking",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.1224568486472854,1.3583869329215106,309,0.6913725490196079,620,0.4988235294117647
144,"Networking, Linux, Cybersecurity, Ethical Hacking",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,83474.0,0,100.0,5ec1a0c99d42,['Networking' 'Linux' 'Cybersecurity' 'Ethical Hacking'],4,"networking, linux, cybersecurity, ethical hacking",0.38636000000000004,positive,0.5106,0.2,0.6,placement,"Networking, Linux, Cybersecurity, Ethical Hacking","Areas of Expertise — Networking, Linux, Cybersecurity, Ethical Hacking.",0.38636000000000004,positive,0.5106,0.2,0.6,0.0,False,0.15519426672138256,2.978668430998887,102,0.9137254901960784,401,0.6843137254901961
145,"TensorFlow, Pytorch, Python",5,B.Tech,Google ML,AI Researcher,Hire,79333.0,5,100.0,be47addbcb8f,['TensorFlow' 'Pytorch' 'Python'],3,"tensorflow, pytorch, python",0.0,neutral,0.0,0.0,0.0,control,"TensorFlow, Pytorch, Python","TensorFlow, Pytorch, Python",0.0,neutral,0.0,0.0,0.0,0.0,False,0.0741619128489402,2.791971573247541,640,0.4875486381322957,471,0.6280155642023346
145,"TensorFlow, Pytorch, Python",5,B.Tech,Google ML,AI Researcher,Hire,79333.0,5,100.0,be47addbcb8f,['TensorFlow' 'Pytorch' 'Python'],3,"tensorflow, pytorch, python",0.0,neutral,0.0,0.0,0.0,phrasing,"TensorFlow, Pytorch, Python","TensorFlow toolkit, PyTorch deep learning, Python programming",0.0,neutral,0.0,0.0,0.4,0.0,False,0.24451574486899297,5.689253031550528,8,0.9941634241245136,77,0.9365758754863813
145,"TensorFlow, Pytorch, Python",5,B.Tech,Google ML,AI Researcher,Hire,79333.0,5,100.0,be47addbcb8f,['TensorFlow' 'Pytorch' 'Python'],3,"tensorflow, pytorch, python",0.0,neutral,0.0,0.0,0.0,abbreviation,"TensorFlow, Pytorch, Python","TensorFlow (TF), PT, Python lang",0.0,neutral,0.0,0.0,0.0,0.0,False,0.020115121406649915,0.7383755990301135,1217,0.05291828793774319,1068,0.16731517509727625
145,"TensorFlow, Pytorch, Python",5,B.Tech,Google ML,AI Researcher,Hire,79333.0,5,100.0,be47addbcb8f,['TensorFlow' 'Pytorch' 'Python'],3,"tensorflow, pytorch, python",0.0,neutral,0.0,0.0,0.0,word_order,"TensorFlow, Pytorch, Python","TensorFlow, Python, Pytorch",0.0,neutral,0.0,0.0,0.0,0.0,False,0.0741619128489402,0.8862143824450955,640,0.4875486381322957,989,0.2178988326848249
145,"TensorFlow, Pytorch, Python",5,B.Tech,Google ML,AI Researcher,Hire,79333.0,5,100.0,be47addbcb8f,['TensorFlow' 'Pytorch' 'Python'],3,"tensorflow, pytorch, python",0.0,neutral,0.0,0.0,0.0,placement,"TensorFlow, Pytorch, Python","Skills & Expertise: TensorFlow, Pytorch, Python.",0.0,neutral,0.0,0.0,0.0,0.0,False,0.08908431006845195,1.4391863643020808,331,0.7412451361867705,831,0.35136186770428013
146,"TensorFlow, Pytorch, NLP",10,M.Tech,AWS Certified,AI Researcher,Hire,58221.0,8,100.0,0a5b046d07f6,['TensorFlow' 'Pytorch' 'NLP'],3,"tensorflow, pytorch, nlp",0.0,neutral,0.0,0.0,0.0,control,"TensorFlow, Pytorch, NLP","TensorFlow, Pytorch, NLP",0.0,neutral,0.0,0.0,0.0,0.0,False,0.07397598894537599,1.8970061331526913,680,0.4501945525291829,682,0.4626459143968872
146,"TensorFlow, Pytorch, NLP",10,M.Tech,AWS Certified,AI Researcher,Hire,58221.0,8,100.0,0a5b046d07f6,['TensorFlow' 'Pytorch' 'NLP'],3,"tensorflow, pytorch, nlp",0.0,neutral,0.0,0.0,0.0,phrasing,"TensorFlow, Pytorch, NLP","TensorFlow toolkit, PyTorch library, NLP techniques",0.0,neutral,0.0,0.0,0.0,0.0,False,0.026042591056079308,0.0,1102,0.14280155642023346,1154,0.05175097276264591
146,"TensorFlow, Pytorch, NLP",10,M.Tech,AWS Certified,AI Researcher,Hire,58221.0,8,100.0,0a5b046d07f6,['TensorFlow' 'Pytorch' 'NLP'],3,"tensorflow, pytorch, nlp",0.0,neutral,0.0,0.0,0.0,abbreviation,"TensorFlow, Pytorch, NLP","TensorFlow (TF), PT, Natural Language Processing",0.25672,positive,0.3612,0.1,0.4,0.25672,True,0.12607899183527913,3.233427086686419,150,0.8828793774319066,322,0.7431906614785992
146,"TensorFlow, Pytorch, NLP",10,M.Tech,AWS Certified,AI Researcher,Hire,58221.0,8,100.0,0a5b046d07f6,['TensorFlow' 'Pytorch' 'NLP'],3,"tensorflow, pytorch, nlp",0.0,neutral,0.0,0.0,0.0,word_order,"TensorFlow, Pytorch, NLP","TensorFlow, NLP, Pytorch",0.0,neutral,0.0,0.0,0.0,0.0,False,0.07397598894537599,2.0030614639249107,680,0.4501945525291829,606,0.5221789883268483
146,"TensorFlow, Pytorch, NLP",10,M.Tech,AWS Certified,AI Researcher,Hire,58221.0,8,100.0,0a5b046d07f6,['TensorFlow' 'Pytorch' 'NLP'],3,"tensorflow, pytorch, nlp",0.0,neutral,0.0,0.0,0.0,placement,"TensorFlow, Pytorch, NLP","Areas of Expertise — TensorFlow, Pytorch, NLP.",0.0,neutral,0.0,0.0,0.0,0.0,False,0.07070210321543818,3.3733035839159258,819,0.36070038910505836,285,0.775875486381323
147,"SQL, Python, Deep Learning, Machine Learning",10,PhD,,Data Scientist,Hire,119703.0,1,100.0,1d28c120568c,['SQL' 'Python' 'Deep Learning' 'Machine Learning'],4,"sql, python, deep learning, machine learning",0.0,neutral,0.0,0.0,0.4,control,"SQL, Python, Deep Learning, Machine Learning","SQL, Python, Deep Learning, Machine Learning",0.0,neutral,0.0,0.0,0.4,0.0,False,0.13009261340442888,3.2321745548787324,84,0.8709803921568627,145,0.8541176470588235
